Index,Link,Name,Type,Region,Country,Body,Tannic,Sweet,Acidic,Rating,Flavor,Comment
75,https://www.vivino.com/US-CA/en/gros-nore-bandol-rose/w/1144000?year=2020&price_id=25198292,Bandol Rosé 2020,Rose,Bandol  ,France,3.3,0,1.4,4,4.2,"Strawberry,Peach,Citrus","쎄스트 파르페! 이 와인은 오렌지 소다, 딸기, 크림의 향미 조합이었습니다. 확실히 즐겁다 - 가벼운 광물, 꿀과 살구 향을 가지고 있다."
76,https://www.vivino.com/US-CA/en/chateau-d-yquem-sauternes-sauternes-dessert-wine/w/1153863?year=2017&price_id=26029877,Sauternes 2017,Dessert,Sauternes,France,5,0,5,5,4.8,"Strawberry,Citrus,Peach","잘 익은 살구의 놀라운 돌과일 꽃향기, 신선하고 집중되지 않은 브리오슈 토스트, 산, 미네랄, 설탕의 완벽한 균형"
77,https://www.vivino.com/US-CA/en/chateau-d-yquem-sauternes-sauternes-dessert-wine/w/1153863?year=2003&price_id=25607375,Sauternes 2003,Dessert,Sauternes,France,5,0,5,1.2,4.7,"Strawberry,Citrus,Peach","복숭아, 배, 무화과. 촘촘하지 않고 날씬하고 우아하고 향긋한 마무리."
78,https://www.vivino.com/US-CA/en/chateau-d-yquem-sauternes-sauternes-dessert-wine/w/1153863?year=2016&price_id=26962064,Sauternes 2016,Dessert,Sauternes,France,5,0,3.7,4,4.7,"Strawberry,Citrus,Peach","최고의 달콤한 와인. 정제되고, 깨끗하고, 훌륭한 균형, 코 위의 살구와 복숭아, 둥글고 가벼운 입안에 그러나 영원히 지속되는 마무리."
79,https://www.vivino.com/US-CA/en/dal-forno-romano-vigna-sere-veneto-passito-rosso/w/2424921?year=2003&price_id=13193139,Vigna Seré Veneto Passito Rosso 2003,Dessert,Veneto,France,4,0,3,3,4.7,"Chocolate,Oak,Blackberry",향이 다양함 - 흔치 않은 달콤한 와인
80,https://www.vivino.com/US-CA/en/chateau-climens-barsac-premier-grand-cru-classe/w/16786?year=2010&price_id=20697877,Barsac (Premier Grand Cru Classé) 2010,Dessert,Barsac,France,5,0,5,3.7,4.7,"Honey,Apicot,Peach",강렬함의 길이와 달콤함 망고와 살구로 사랑스러운 보트리티스 컬러.
81,https://www.vivino.com/US-CA/en/chateau-rieussec-sauternes-premier-grand-cru-classe/w/1135215?year=2009&price_id=26200864,Sauternes (Premier Grand Cru Classé) 2009,Dessert,Sauternes,France,5,0,5,4,4.7,"Honey,Apicot,Peach","벌집, 사과, 살구코. 전신. 허니와 레몬의 중간 부분이 크림같고 살짝 달콤한 마무리."
82,https://www.vivino.com/US-CA/en/fargues-sauternes-lur-saluces/w/84178?year=2010&price_id=20697878,Sauternes (Lur Saluces) 2010,Dessert,Sauternes,France,5,0,5,3.7,4.7,"Honey,Apicot,Peach",순수하고 우아하지만 신선하고 영하다. 좋은 경험입니다!
83,https://www.vivino.com/US-CA/en/domaine-des-baumard-quarts-de-chaume/w/1126215?year=1967&price_id=14386471,Quarts de Chaume 1967,Dessert,Quarts de Chaume,France,3,0,3,3.7,4.6,"Apicot,Honey,Pineapple",잘 익은 사과와 카르멜의 하모니를 느끼고 싶다면 좋은 선택이 될 수 있다.
84,https://www.vivino.com/US-CA/en/chateau-rieussec-sauternes-premier-grand-cru-classe/w/1135215?year=2010&price_id=26951336,Sauternes (Premier Grand Cru Classé) 2010,Dessert,Sauternes,France,5,0,5,3.7,4.6,"Honey,Apicot,Caramel",👁미디엄 골드 👃탄당보다는 화이트 플로럴과 열대성 캐릭터가 더 많은 가벼운 코 스타일. 👅 단맛과 함께 입천장에 집중하는 것은 꽤 정확하지만 겉으로 보이는 것처럼은 아니다. 깨끗하고 순수하면서도 강렬한 집중력 📝 Lafite가 93% Semillon 5%의 소비뇽 블랑 2% Muscatel 50%의 새로운 오크 RS 140gms를 소유하고 있습니다.
85,https://www.vivino.com/US-CA/en/coutet-sauternes-barsac-premier-grand-cru-classe/w/2677769?year=2009&price_id=25670871,Sauternes Barsac (Premier Grand Cru Classé) 2009,Dessert,Barsac,France,4.6,0,4.6,5,4.6,"Honey,Apicot,Vanila","좋은 산도, 메디 바디, 강렬한 꿀, 살구, 바닐라 & 크림 브릴레, 그리고 길고 풍부한 마무리."
86,https://www.vivino.com/US-CA/en/chateau-suduiraut-sauternes-premier-grand-cru-classe/w/1174845?year=2008&price_id=24589512,Sauternes (Premier Grand Cru Classé) 2008,Dessert,Sauternes,France,5,0,5,5,4.5,"Honey,Apricot,Caramel",이 소테른이 타르트 타틴과 짝을 지어 사과와 캐러멜의 향과 오랫동안 조화를 이룰 때 절대적인 아름다움입니다. 완벽한 경험
87,https://www.vivino.com/US-CA/en/huet-vouvray-clos-du-bourg-moelleux/w/17528?year=2018&price_id=23147620,Vouvray Clos du Bourg Moelleux 2018,Dessert,Vouvray,France,3.7,0,2.8,3.7,4.5,"Honey,Apricot,Caramel",와인의 흙빛은 이것과 짝을 이룬 비트 치즈 샐러드와 염소 치즈 샐러드에 맛있는 흙빛을 자아낸다. 저는 이 와인에 들어 있는 열대 과일 향과 약간 크림 같은 맛이 너무 좋았어요. 스파고의 시음 메뉴 중 훌륭한 와인
88,https://www.vivino.com/US-CA/en/chateau-guiraud-sauternes-premier-grand-cru-classe/w/22224?year=2016&price_id=11181479,Sauternes (Premier Grand Cru Classé) 2016,Dessert,Sauternes,France,4.6,0,4,5,4.5,"Honey,Apricot,Caramel","감귤류 및 살구에 의해 레이싱된 망고, 파인애플과 같은 열대 향미의 달콤하고 자극적이지 않은 과일 핵심으로 맛있고 균형 잡히고 신선함. 스위트/스위트 밸런스 스팟. 보트리티스는 분명하지 않은데, 제가 들은 빈티지의 전형적인 형태입니다. "
89,https://www.vivino.com/US-CA/en/fr-chateau-gravas-sauternes/w/1751386?year=2016&price_id=24944494,Sauternes 2016,Dessert,Sauternes,France,5,0,5,4.5,4.5,"Honey,Apricot,Caramel","사랑스러운 옅은 황금색. 꿀, 복숭아, 레몬, 왁스 같은 열대 과일 향. 군침 도는 산도. 길고 달콤한 마무리의 실키한 입가심."
90,https://www.vivino.com/US-CA/en/coutet-sauternes-barsac-premier-grand-cru-classe/w/2677769?year=2010&price_id=26837290,Sauternes Barsac (Premier Grand Cru Classé) 2010,Dessert,Barsac,France,5,0,5,4.8,4.5,"Honey,Apricot,Chcolate","사랑스런 사우터네스. 강렬한 금색, 코는 이국적이고 물결치는 과일들로 가득 차 있으며 멋진 광물성 힌트를 가지고 있습니다. 꿀, 진저 노트, 전원, 복숭아, 사과, 오렌지, 감귤. "
91,https://www.vivino.com/US-CA/en/chateau-suduiraut-sauternes-premier-grand-cru-classe/w/1174845?year=2016&price_id=26525508,Sauternes (Premier Grand Cru Classé) 2016,Dessert,Sauternes,France,5,0,5,4.7,4.5,"Honey,Apricot,Caramel","유리잔에 금을 담아라. 생강, 리치, 레몬 제스트와 함께 향기가 나는 흰색 꽃코입니다. 가볍고 산미가 느껴지는 우아한 입가심. 맛은 현재의 톡 쏘는 보트리티, 허브 꿀 노트와 함께 코와 완벽하게 어울립니다."
92,https://www.vivino.com/US-CA/en/roumieu-lacoste-sauternes/w/1138114?year=2018&price_id=24489548,Sauternes 2018,Dessert,Sauternes,France,5,0,4.6,4.6,4.4,"Apricot,Honey,Marmalade","복숭아, 과즙, 꿀, 익은 과일// 훌륭한 균형 디저트 와인."
93,https://www.vivino.com/US-CA/en/sablettes-sauternes/w/1361301?year=2016&price_id=24484577,Sauternes 2016,Dessert,Sauternes,France,5,0,5,4.5,4.4,"Honey,Apricot,Caramel","흔히 볼 수 있는 파인애플과 다른 열대 과일보다 살구색과 복숭아색을 더 많이 함유하고 있다, 깔끔한 마무리."
94,https://www.vivino.com/US-CA/en/clos-haut-peyraguey-sauternes-premier-grand-cru-classe/w/1837980?year=2016&price_id=24172695,Sauternes (Premier Grand Cru Classé) 2016,Dessert,Sauternes,France,5,0,5,4.4,4.4,"Honey,Apricot,Caramel",균형이 잘 잡혀 있다. 푸아그라와 함께 먹어보니 완벽한 조합이었어. 꿀과 살구가 생각나지만 이곳에서는 많은 일들이 일어나고 있다. 엄청난 잠재력
95,https://www.vivino.com/US-CA/en/cauhape-symphonie-de-novembre-jurancon/w/18800?year=2016&price_id=23315609,Symphonie de Novembre Jurançon 2016,Dessert,Jurançon,France,5,0,2.8,3.9,4.4,"Honey,Peach,Butter","이탈리아에서 온 아름답고 달콤한 디저트 와인. 바르삭이나 사우터네스, 토케이처럼요 가볍고 클래식한 달콤한 와인만큼 끈적거리거나 끈적거리지 않습니다. 황금 꿀색. 신선한 꽃다발, 가벼운 달콤한 느낌. 산미와 단맛의 균형이 잘 맞는다."
96,https://www.vivino.com/US-CA/en/chateau-suduiraut-castelnau-de-suduiraut-sauternes/w/1155918?year=2016&price_id=27095463,Castelnau de Suduiraut Sauternes 2016,Dessert,Sauternes,France,4.2,0,5,4.7,4.4,"Honey,Apricot,vanila","정말 균형이 잘 잡힌 디저트 와인이야. 소브 블랑도 제대로 들어오고 있어. 꿀, 사과 및 감귤류 향료"
97,https://www.vivino.com/US-CA/en/la-tour-vieille-rimage-banyuls/w/1239725?year=2018&price_id=24489551,Rimage Banyuls 2018,Dessert,Banyuls,France,3.7,0,3.7,4,4.4,"Cgocolate,Cherry,Dark fruit",부드러운 초콜릿 장밋빛 사막 한 모금.
98,https://www.vivino.com/US-CA/en/huet-vouvray-clos-du-bourg-moelleux-premiere-trie/w/17530?year=2005&price_id=22782541,Vouvray Clos du Bourg Moelleux Première Trie 2005,Dessert,Vouvray,France,3,0,2.8,3.5,4.4,"Earthy, Tree Fruit, Tropical",복합적이고 감미로운 달콤함이 있습니다. 가득한 바디감과 긴 여운을 주는 사랑스러운 와인.
99,https://www.vivino.com/US-CA/en/chateau-bastor-lamontagne-sauternes/w/93611?year=2016&price_id=25999420,Sauternes 2016,Dessert,Sauternes,France,4.6,0,5,4,4.4,"Earthy, Tree Fruit, Citrus",이 와인을 설명하는 단어는 '아름다움'. 놀라운 신선도를 보여주는 와인입니다.
100,https://www.vivino.com/US-CA/en/chateau-caillou-sauternes-grand-cru-classe/w/1539287?year=2012&price_id=27176649,Sauternes (Grand Cru Classé) 2012,Dessert,Sauternes,France,5,0,5,4.5,4.3,"Earthy, Tree Fruit, Citrus","완벽한 소테른! 코끝에 맴도는 꿀과 꽃, 입안을 감싸는 충분한 달콤함."
